normalized_title	count	classification	recording_ids	titles	song_ids	group_ids	performer_ids	source_ids
morena	2	likely_legitimate_same_title_different_artist	REC003514|REC003515	Morena|Morena	SONG002611|SONG002611	|	PER000028|PER000107	SRC0001|SRC0001
morir por tu amor	2	likely_legitimate_same_title_different_artist	REC003522|REC003523	Morir Por Tu Amor|Morir Por Tu Amor	SONG002614|SONG002614	|	PER000122|PER000238	SRC0001|SRC0001
muchos besos	2	possible_true_duplicate_same_entity	REC003537|REC003538	Muchos Besos|Muchos Besos	SONG002625|SONG002625	|	PER000041|PER000041	SRC0001|SRC0001
nacho bernal	2	possible_true_duplicate_same_entity	REC003572|REC003573	Nacho Bernal|Nacho Bernal	SONG002657|SONG002657	|	PER000225|PER000225	SRC0001|SRC0001
nada gano con quererte	2	likely_legitimate_same_title_different_artist	REC003581|REC003582	Nada Gano Con Quererte|Nada Gano Con Quererte	SONG002665|SONG002665	|	|PER000153	SRC0001|SRC0001
nada paso	2	likely_legitimate_same_title_different_artist	REC003585|REC003586	Nada Paso|Nada Paso	SONG002668|SONG002668	|	PER000041|PER000019	SRC0001|SRC0001
no	2	likely_legitimate_same_title_different_artist	REC003621|REC003622	No|No	SONG002697|SONG002697	|	PER000094|	SRC0001|SRC0001
no llorare	2	possible_true_duplicate_same_entity	REC003641|REC003642	No Llorare|No Llorare	SONG002714|SONG002714	|	PER000127|PER000127	SRC0001|SRC0001
no niegues que me quisiste	2	likely_legitimate_same_title_different_artist	REC003676|REC003677	No Niegues Que Me Quisiste|No Niegues Que Me Quisiste	SONG002745|SONG002745	GRP0178|	|PER000250	SRC0001|SRC0001
no puede ser	2	likely_legitimate_same_title_different_artist	REC003685|REC003686	No Puede Ser|No Puede Ser	SONG002751|SONG002751	|	PER000157|PER000127	SRC0001|SRC0001
no puedo olvidarte	2	likely_legitimate_same_title_different_artist	REC003696|REC003697	No Puedo Olvidarte|No Puedo Olvidarte	SONG002759|SONG002759	|	PER000153|PER000031	SRC0001|SRC0001
no soy feliz	2	likely_legitimate_same_title_different_artist	REC003719|REC003720	No Soy Feliz|No Soy Feliz	SONG002781|SONG002781	GRP0103|	|PER000064	SRC0001|SRC0001
no soy monedita de oro	2	likely_legitimate_same_title_different_artist	REC003722|REC003723	No Soy Monedita De Oro|No Soy Monedita De Oro	SONG002783|SONG002783	|	PER000274|PER000127	SRC0001|SRC0001
no te quiero ver	2	likely_legitimate_same_title_different_artist	REC003734|REC003735	No Te Quiero Ver|No Te Quiero Ver	SONG002794|SONG002794	|	PER000021|PER000107	SRC0001|SRC0001
no te vayas	2	likely_legitimate_same_title_different_artist	REC003736|REC003737	No Te Vayas|No Te Vayas	SONG002795|SONG002795	|	PER000231|PER000127	SRC0001|SRC0001
no tiene la culpa el indio	2	possible_true_duplicate_same_entity	REC003742|REC003743	No Tiene La Culpa El Indio|No Tiene La Culpa El Indio	SONG002800|SONG002800	|	PER000052|PER000052	SRC0001|SRC0001
no vale la pena	2	likely_legitimate_same_title_different_artist	REC003746|REC003747	No Vale La Pena|No Vale La Pena	SONG002803|SONG002803	|	PER000127|PER000262	SRC0001|SRC0001
nobleza	2	likely_legitimate_same_title_different_artist	REC003763|REC003764	Nobleza|Nobleza	SONG002813|SONG002813	GRP0184|	|PER000107	SRC0001|SRC0001
noche azul	2	likely_legitimate_same_title_different_artist	REC003767|REC003768	Noche Azul|Noche Azul	SONG002816|SONG002816	|GRP0027	|	SRC0001|SRC0001
noche criolla	2	likely_legitimate_same_title_different_artist	REC003770|REC003771	Noche Criolla|Noche Criolla	SONG002818|SONG002818	|	PER000009|PER000262	SRC0001|SRC0001
noche de ronda	2	likely_legitimate_same_title_different_artist	REC003772|REC003773	Noche De Ronda|Noche De Ronda	SONG002819|SONG002819	|	PER000262|PER000104	SRC0001|SRC0001
noche y dia	2	likely_legitimate_same_title_different_artist	REC003776|REC003777	Noche Y Dia|Noche Y Dia	SONG002822|SONG002822	|GRP0126	PER000262|	SRC0001|SRC0001
nochecita	2	likely_legitimate_same_title_different_artist	REC003778|REC003779	Nochecita|Nochecita	SONG002823|SONG002823	|	PER000055|PER000008	SRC0001|SRC0001
nochecitas mexicanas	2	possible_true_duplicate_same_entity	REC003780|REC003781	Nochecitas Mexicanas|Nochecitas Mexicanas	SONG002824|SONG002824	|	PER000225|PER000225	SRC0001|SRC0001
noches tenebrosas	2	possible_true_duplicate_same_entity	REC003782|REC003783	Noches Tenebrosas|Noches Tenebrosas	SONG002825|SONG002825	|	PER000225|PER000225	SRC0001|SRC0001
nosotros	2	likely_legitimate_same_title_different_artist	REC003794|REC003795	Nosotros|Nosotros	SONG002831|SONG002831	|	PER000077|PER000107	SRC0001|SRC0001
nube gris	2	possible_true_duplicate_same_entity	REC003799|REC003800	Nube Gris|Nube Gris	SONG002835|SONG002835	|	PER000225|PER000225	SRC0001|SRC0001
nubes bajas	2	possible_true_duplicate_same_entity	REC003802|REC003803	Nubes Bajas|Nubes Bajas	SONG002837|SONG002837	|	PER000149|PER000149	SRC0001|SRC0001
nuestro abismo	2	likely_legitimate_same_title_different_artist	REC003807|REC003808	Nuestro Abismo|Nuestro Abismo	SONG002841|SONG002841	|	PER000052|PER000149	SRC0001|SRC0001
nuestro gran amor	2	likely_legitimate_same_title_different_artist	REC003811|REC003812	Nuestro Gran Amor|Nuestro Gran Amor	SONG002844|SONG002844	|	PER000052|PER000169	SRC0001|SRC0001
ojitos de capullito	2	possible_true_duplicate_same_entity	REC003841|REC003842	Ojitos De Capullito|Ojitos De Capullito	SONG002870|SONG002870	GRP0073|GRP0073	|	SRC0001|SRC0001
ojitos negros y chinos	2	likely_legitimate_same_title_different_artist	REC003845|REC003846	Ojitos Negros Y Chinos|Ojitos Negros Y Chinos	SONG002873|SONG002873	GRP0051|	|PER000107	SRC0001|SRC0001
ojos tristes	2	likely_legitimate_same_title_different_artist	REC003856|REC003857	Ojos Tristes|Ojos Tristes	SONG002881|SONG002881	GRP0079|	|PER000127	SRC0001|SRC0001
oracion caribe	2	likely_legitimate_same_title_different_artist	REC003872|REC003873	Oracion Caribe|Oracion Caribe	SONG002896|SONG002896	GRP0187|	|PER000262	SRC0001|SRC0001
orfeo negro	2	likely_legitimate_same_title_different_artist	REC003875|REC003876	Orfeo Negro|Orfeo Negro	SONG002898|SONG002898	|GRP0127	PER000210|	SRC0001|SRC0001
orgullo	2	likely_legitimate_same_title_different_artist	REC003877|REC003878	Orgullo|Orgullo	SONG002899|SONG002899	|	PER000030|PER000107	SRC0001|SRC0001
orgullo ranchero	2	possible_true_duplicate_same_entity	REC003881|REC003882	Orgullo Ranchero|Orgullo Ranchero	SONG002902|SONG002902	|	PER000225|PER000225	SRC0001|SRC0001
otra vez me enamore	2	possible_true_duplicate_same_entity	REC003892|REC003893	Otra Vez Me Enamoré|Otra Vez Me Enamoré	SONG002912|SONG002912	|	PER000031|PER000031	SRC0001|SRC0001
oye vale	2	likely_legitimate_same_title_different_artist	REC003899|REC003900	Oye Vale|Oye Vale	SONG002918|SONG002918	|	|PER000225	SRC0001|SRC0001
palabras de mujer	2	likely_legitimate_same_title_different_artist	REC003918|REC003919	Palabras De Mujer|Palabras De Mujer	SONG002936|SONG002936	|	PER000262|PER000154	SRC0001|SRC0001
paloma consentida	2	likely_legitimate_same_title_different_artist	REC003929|REC003930	Paloma Consentida|Paloma Consentida	SONG002946|SONG002946	|GRP0071	|	SRC0001|SRC0001
paloma herida	2	likely_legitimate_same_title_different_artist	REC003937|REC003938	Paloma Herida|Paloma Herida	SONG002949|SONG002949	|	PER000107|PER000052	SRC0001|SRC0001
palomita mensajera	2	likely_legitimate_same_title_different_artist	REC003951|REC003952	Palomita Mensajera|Palomita Mensajera	SONG002955|SONG002955	|	PER000138|PER000094	SRC0001|SRC0001
para el ano dos mil	2	possible_true_duplicate_same_entity	REC003957|REC003958	Para El Año Dos Mil|Para El Año Dos Mil	SONG002960|SONG002960	|	PER000139|PER000139	SRC0001|SRC0001
para morir iguales	2	possible_true_duplicate_same_entity	REC003961|REC003962	Para Morir Iguales|Para Morir Iguales	SONG002963|SONG002963	|	PER000149|PER000149	SRC0001|SRC0001
pa que sientas lo que siento	2	likely_legitimate_same_title_different_artist	REC003991|REC003992	Pa’ Que Sientas Lo Que Siento|Pa’ Que Sientas Lo Que Siento	SONG002990|SONG002990	|	PER000225|PER000127	SRC0001|SRC0001
pa todo el ano	2	possible_true_duplicate_same_entity	REC003995|REC003996	Pa’ Todo El Año|Pa’ Todo El Año	SONG002993|SONG002993	|	PER000127|PER000127	SRC0001|SRC0001
pelea de gallos	2	possible_true_duplicate_same_entity	REC004007|REC004008	Pelea De Gallos|Pelea De Gallos	SONG003002|SONG003002	|	PER000149|PER000149	SRC0001|SRC0001
penitencia	2	likely_legitimate_same_title_different_artist	REC004012|REC004013	Penitencia|Penitencia	SONG003006|SONG003006	|	PER000127|PER000232	SRC0001|SRC0001
pepillo sanchez	2	likely_legitimate_same_title_different_artist	REC004021|REC004022	Pepillo Sanchez|Pepillo Sanchez	SONG003011|SONG003011	GRP0152|GRP0148	|	SRC0001|SRC0001
pequeno ciclon	2	possible_true_duplicate_same_entity	REC004024|REC004025	Pequeño Ciclon|Pequeño Ciclon	SONG003013|SONG003013	|	PER000274|PER000274	SRC0001|SRC0001
perdon mujer	2	likely_legitimate_same_title_different_artist	REC004028|REC004029	Perdon Mujer|Perdon Mujer	SONG003016|SONG003016	|	PER000141|PER000105	SRC0001|SRC0001
perdon no pido	2	possible_true_duplicate_same_entity	REC004030|REC004031	Perdon No Pido|Perdon No Pido	SONG003017|SONG003017	|	PER000225|PER000225	SRC0001|SRC0001
perdona mi falsedad	2	possible_true_duplicate_same_entity	REC004033|REC004034	Perdona Mi Falsedad|Perdona Mi Falsedad	SONG003019|SONG003019	|	PER000149|PER000149	SRC0001|SRC0001
perlita	2	likely_legitimate_same_title_different_artist	REC004042|REC004043	Perlita|Perlita	SONG003027|SONG003027	|	PER000097|PER000107	SRC0001|SRC0001
piel canela	2	likely_legitimate_same_title_different_artist	REC004062|REC004063	Piel Canela|Piel Canela	SONG003044|SONG003044	|	PER000041|PER000257	SRC0001|SRC0001
piensa en mi	2	likely_legitimate_same_title_different_artist	REC004065|REC004066	Piensa En Mi|Piensa En Mi	SONG003046|SONG003046	|	PER000257|PER000154	SRC0001|SRC0001
plegaria guadalupana	2	likely_legitimate_same_title_different_artist	REC004076|REC004077	Plegaria Guadalupana|Plegaria Guadalupana	SONG003055|SONG003055	GRP0186|	|	SRC0001|SRC0001
por adorarte	2	likely_legitimate_same_title_different_artist	REC004102|REC004103	Por Adorarte|Por Adorarte	SONG003080|SONG003080	|	|PER000052	SRC0001|SRC0001
por la vuelta	2	likely_legitimate_same_title_different_artist	REC004122|REC004123	Por La Vuelta|Por La Vuelta	SONG003096|SONG003096	|	PER000061|PER000127	SRC0001|SRC0001
por maldicion	2	possible_true_duplicate_same_entity	REC004124|REC004125	Por Maldición|Por Maldición	SONG003097|SONG003097	|	PER000139|PER000139	SRC0001|SRC0001
por nada de esta vida	2	possible_true_duplicate_same_entity	REC004127|REC004128	Por Nada De Esta Vida|Por Nada De Esta Vida	SONG003099|SONG003099	|	PER000117|PER000117	SRC0001|SRC0001
por que te vas	2	likely_legitimate_same_title_different_artist	REC004142|REC004143	Por Que Te Vas|Por Que Te Vas	SONG003113|SONG003113	|GRP0183	PER000094|	SRC0001|SRC0001
por si me olvidas	2	possible_true_duplicate_same_entity	REC004152|REC004153	Por Si Me Olvidas|Por Si Me Olvidas	SONG003120|SONG003120	|	PER000225|PER000225	SRC0001|SRC0001
por ti	2	likely_legitimate_same_title_different_artist	REC004155|REC004156	Por Ti|Por Ti	SONG003122|SONG003122	|	PER000031|PER000094	SRC0001|SRC0001
por una mujer	2	likely_legitimate_same_title_different_artist	REC004183|REC004184	Por Una Mujer|Por Una Mujer	SONG003135|SONG003135	|	PER000094|PER000049	SRC0001|SRC0001
pos cui cui ri	2	possible_true_duplicate_same_entity	REC004194|REC004195	Pos Cui-Cui-Ri|Pos Cui-Cui-Ri	SONG003145|SONG003145	|	PER000225|PER000225	SRC0001|SRC0001
prenda del alma	2	likely_legitimate_same_title_different_artist	REC004207|REC005596	Prenda Del Alma|Prenda del Alma	SONG003157|SONG003157	GRP0038|	|	SRC0001|SRC0002
presumida	2	likely_legitimate_same_title_different_artist	REC004214|REC004215	Presumida|Presumida	SONG003160|SONG003160	|GRP0075	PER000223|	SRC0001|SRC0001
prietita linda	2	likely_legitimate_same_title_different_artist	REC004217|REC004218	Prietita Linda|Prietita Linda	SONG003162|SONG003162	GRP0041|GRP0038	|	SRC0001|SRC0001
primeramente dios	2	likely_legitimate_same_title_different_artist	REC004222|REC004223	Primeramente Dios|Primeramente Dios	SONG003166|SONG003166	|	PER000107|PER000127	SRC0001|SRC0001
pronto tendras que pagar	2	possible_true_duplicate_same_entity	REC004235|REC004236	Pronto Tendras Que Pagar|Pronto Tendras Que Pagar	SONG003176|SONG003176	GRP0067|GRP0067	|	SRC0001|SRC0001
puchando troques	2	possible_true_duplicate_same_entity	REC004238|REC004239	Puchando Troques|Puchando Troques	SONG003178|SONG003178	|	PER000174|PER000174	SRC0001|SRC0001
pura tapatia	2	likely_legitimate_same_title_different_artist	REC004254|REC004255	Pura Tapatia|Pura Tapatia	SONG003193|SONG003193	|GRP0155	PER000176|	SRC0001|SRC0001
que bello es veracruz	2	likely_legitimate_same_title_different_artist	REC004268|REC004269	Que Bello Es Veracruz|Que Bello Es Veracruz	SONG003199|SONG003199	|GRP0035	PER000102|	SRC0001|SRC0001
que bonito es el amor	2	possible_true_duplicate_same_entity	REC004277|REC004278	Que Bonito Es El Amor|Que Bonito Es El Amor	SONG003202|SONG003202	|	PER000149|PER000149	SRC0001|SRC0001
que bonito que bonito	2	same_entity_different_song_links	REC004281|REC004282	Que Bonito Que Bonito|Que Bonito, Que Bonito	SONG003205|SONG003206	|	PER000149|PER000149	SRC0001|SRC0001
que digan misa	2	possible_true_duplicate_same_entity	REC004289|REC004290	Que Digan Misa|Que Digan Misa	SONG003213|SONG003213	|	PER000031|PER000031	SRC0001|SRC0001
que hombre tan simpatico	2	possible_true_duplicate_same_entity	REC004302|REC004303	Que Hombre Tan Simpatico|Que Hombre Tan Simpatico	SONG003225|SONG003225	|	PER000262|PER000262	SRC0001|SRC0001
que padre es la vida	2	possible_true_duplicate_same_entity	REC004342|REC004343	Que Padre Es La Vida|Que Padre Es La Vida	SONG003252|SONG003252	|	PER000107|PER000107	SRC0001|SRC0001
que si que no	2	same_entity_different_song_links	REC004366|REC004368	Que Si Que No|Que Si, Que No	SONG003269|SONG003271	|	PER000141|PER000141	SRC0001|SRC0001
que te cuesta	2	likely_legitimate_same_title_different_artist	REC004376|REC004377	Que Te Cuesta|Que Te Cuesta	SONG003277|SONG003277	|GRP0190	PER000225|	SRC0001|SRC0001
que te parece	2	likely_legitimate_same_title_different_artist	REC004383|REC004384	Que Te Parece|Que Te Parece	SONG003281|SONG003281	GRP0048|	|PER000135	SRC0001|SRC0001
que te pasa corazon	2	likely_legitimate_same_title_different_artist	REC004387|REC004388	Que Te Pasa Corazon|Que Te Pasa Corazon	SONG003284|SONG003284	|	PER000094|PER000225	SRC0001|SRC0001
que te vaya bien	2	possible_true_duplicate_same_entity	REC004389|REC004390	Que Te Vaya Bién|Que Te Vaya Bién	SONG003285|SONG003285	|	PER000127|PER000127	SRC0001|SRC0001
que vulgares somos	2	possible_true_duplicate_same_entity	REC004401|REC004402	Que Vulgares Somos|Que Vulgares Somos	SONG003296|SONG003296	|	PER000225|PER000225	SRC0001|SRC0001
queja de amor	2	likely_legitimate_same_title_different_artist	REC004406|REC004407	Queja De Amor|Queja De Amor	SONG003300|SONG003300	|	PER000052|PER000107	SRC0001|SRC0001
queja y queja	2	likely_legitimate_same_title_different_artist	REC004408|REC004409	Queja Y Queja|Queja Y Queja	SONG003301|SONG003301	GRP0051|	|PER000070	SRC0001|SRC0001
quien te lo dijo	2	possible_true_duplicate_same_entity	REC004415|REC004416	Quien Te Lo Dijo|Quien Te Lo Dijo	SONG003306|SONG003306	|	PER000149|PER000149	SRC0001|SRC0001
quiero un muchacho	2	possible_true_duplicate_same_entity	REC004432|REC004433	Quiero Un Muchacho|Quiero Un Muchacho	SONG003318|SONG003318	|	PER000031|PER000031	SRC0001|SRC0001
quisiera amarte menos	2	likely_legitimate_same_title_different_artist	REC004440|REC004441	Quisiera Amarte Menos|Quisiera Amarte Menos	SONG003323|SONG003323	GRP0106|	|PER000151	SRC0001|SRC0001
ramoncillo	2	possible_true_duplicate_same_entity	REC004450|REC004451	Ramoncillo|Ramoncillo	SONG003332|SONG003332	GRP0169|GRP0169	|	SRC0001|SRC0001
rancho alegre	2	likely_legitimate_same_title_different_artist	REC004455|REC004456	Rancho Alegre|Rancho Alegre	SONG003336|SONG003336	|GRP0155	PER000176|	SRC0001|SRC0001
realidad	2	likely_legitimate_same_title_different_artist	REC004462|REC004463	Realidad|Realidad	SONG003342|SONG003342	|	PER000159|PER000094	SRC0001|SRC0001
remolino	2	possible_true_duplicate_same_entity	REC004485|REC004486	Remolino|Remolino	SONG003361|SONG003361	|	PER000127|PER000127	SRC0001|SRC0001
rival	2	likely_legitimate_same_title_different_artist	REC004510|REC004511	Rival|Rival	SONG003380|SONG003380	GRP0183|	|PER000115	SRC0001|SRC0001
rodolfo gaona	2	likely_legitimate_same_title_different_artist	REC004514|REC004515	Rodolfo Gaona|Rodolfo Gaona	SONG003383|SONG003383	GRP0149|GRP0148	|	SRC0001|SRC0001
rogaciano	2	possible_true_duplicate_same_entity	REC004516|REC004517	Rogaciano|Rogaciano	SONG003384|SONG003384	|	PER000117|PER000117	SRC0001|SRC0001
rosa rosita	2	likely_legitimate_same_title_different_artist	REC004536|REC004537	Rosa Rosita|Rosa, Rosita	SONG003399|SONG003400	|GRP0137	PER000225|	SRC0001|SRC0001
rosas de mayo	2	possible_true_duplicate_same_entity	REC004541|REC004542	Rosas De Mayo|Rosas De Mayo	SONG003402|SONG003402	GRP0152|GRP0152	|	SRC0001|SRC0001
rosita alvires	2	likely_legitimate_same_title_different_artist	REC004547|REC004548	Rosita Alvires|Rosita Alvires	SONG003407|SONG003407	GRP0146|	|PER000107	SRC0001|SRC0001
sabelo bien	2	likely_legitimate_same_title_different_artist	REC004566|REC004567	Sabelo Bien|Sabelo Bien	SONG003423|SONG003423	|GRP0126	PER000108|	SRC0001|SRC0001
sabes amor	2	possible_true_duplicate_same_entity	REC004568|REC004569	Sabes Amor|Sabes Amor	SONG003424|SONG003424	|	PER000031|PER000031	SRC0001|SRC0001
sabor de engano	2	likely_legitimate_same_title_different_artist	REC004573|REC004574	Sabor De Engaño|Sabor De Engaño	SONG003427|SONG003427	|	PER000094|PER000107	SRC0001|SRC0001
san fernando	2	likely_legitimate_same_title_different_artist	REC004584|REC004585	San Fernando|San Fernando	SONG003437|SONG003437	GRP0142|	|	SRC0001|SRC0001
san sotolon	2	possible_true_duplicate_same_entity	REC004590|REC004591	San Sotolon|San Sotolon	SONG003442|SONG003442	|	PER000174|PER000174	SRC0001|SRC0001
sangre caliente	2	likely_legitimate_same_title_different_artist	REC004594|REC004595	Sangre Caliente|Sangre Caliente	SONG003445|SONG003445	|	PER000052|PER000250	SRC0001|SRC0001
se fue	2	likely_legitimate_same_title_different_artist	REC004603|REC004604	Se Fue|Se Fue	SONG003453|SONG003453	|	PER000061|PER000188	SRC0001|SRC0001
se muy bien que vendras	2	possible_true_duplicate_same_entity	REC004617|REC004618	Se Muy Bien Que Vendras|Se Muy Bien Que Vendras	SONG003463|SONG003463	|	PER000262|PER000262	SRC0001|SRC0001
seda y oro	2	possible_true_duplicate_same_entity	REC004629|REC004630	Seda Y Oro|Seda Y Oro	SONG003474|SONG003474	GRP0162|GRP0162	|	SRC0001|SRC0001
senderito de amor	2	likely_legitimate_same_title_different_artist	REC004635|REC004636	Senderito De Amor|Senderito De Amor	SONG003479|SONG003479	|	PER000273|PER000225	SRC0001|SRC0001
sentencia	2	likely_legitimate_same_title_different_artist	REC004638|REC004639	Sentencia|Sentencia	SONG003481|SONG003481	|	PER000094|PER000107	SRC0001|SRC0001
separacion	2	possible_true_duplicate_same_entity	REC004643|REC004644	Separacion|Separacion	SONG003485|SONG003485	GRP0073|GRP0073	|	SRC0001|SRC0001
serenata sin luna	2	possible_true_duplicate_same_entity	REC004658|REC004659	Serenata Sin Luna|Serenata Sin Luna	SONG003493|SONG003493	|	PER000225|PER000225	SRC0001|SRC0001
senor porque	2	same_entity_different_song_links	REC004664|REC004665	Señor Porque|Señor, Porque	SONG003496|SONG003497	|	PER000149|PER000149	SRC0001|SRC0001
senora	2	likely_legitimate_same_title_different_artist	REC004666|REC005614	Señora|Señora	SONG003498|SONG003498	|	PER000182|	SRC0001|SRC0002
si tu me quisieras	2	likely_legitimate_same_title_different_artist	REC004683|REC004684	Si Tu Me Quisieras|Si Tu Me Quisieras	SONG003515|SONG003515	|	PER000225|PER000164	SRC0001|SRC0001
si vieras	2	likely_legitimate_same_title_different_artist	REC004686|REC004687	Si Vieras|Si Vieras	SONG003517|SONG003517	|	PER000203|PER000190	SRC0001|SRC0001
silenciosamente	2	possible_true_duplicate_same_entity	REC004719|REC004720	Silenciosamente|Silenciosamente	SONG003544|SONG003544	|	PER000052|PER000052	SRC0001|SRC0001
sin tu presencia	2	possible_true_duplicate_same_entity	REC004746|REC004747	Sin Tu Presencia|Sin Tu Presencia	SONG003565|SONG003565	|	PER000127|PER000127	SRC0001|SRC0001
sobre las olas	2	possible_true_duplicate_same_entity	REC004754|REC004755	Sobre Las Olas|Sobre Las Olas	SONG003572|SONG003572	|	PER000225|PER000225	SRC0001|SRC0001
soldado raso	2	possible_true_duplicate_same_entity	REC004761|REC004762	Soldado Raso|Soldado Raso	SONG003575|SONG003575	|	PER000225|PER000225	SRC0001|SRC0001
solito mejor solito	2	possible_true_duplicate_same_entity	REC004764|REC004765	Solito Mejor Solito|Solito Mejor Solito	SONG003577|SONG003577	|	PER000149|PER000149	SRC0001|SRC0001
solo dios	2	likely_legitimate_same_title_different_artist	REC004768|REC004769	Solo Dios|Solo Dios	SONG003580|SONG003580	|	PER000149|PER000052	SRC0001|SRC0001
solo dios me vio partir	2	possible_true_duplicate_same_entity	REC004770|REC004771	Solo Dios Me Vio Partir|Solo Dios Me Vio Partir	SONG003581|SONG003581	|	PER000107|PER000107	SRC0001|SRC0001
solo tu	2	likely_legitimate_same_title_different_artist	REC004776|REC004777	Solo Tu|Solo Tu	SONG003586|SONG003586	|	PER000108|PER000028	SRC0001|SRC0001
sombras	2	likely_legitimate_same_title_different_artist	REC004782|REC004783	Sombras|Sombras	SONG003591|SONG003591	|	|PER000127	SRC0001|SRC0001
sonora querida	2	likely_legitimate_same_title_different_artist	REC004789|REC004790	Sonora Querida|Sonora Querida	SONG003597|SONG003597	GRP0012|	|PER000052	SRC0001|SRC0001
soy celosa	2	possible_true_duplicate_same_entity	REC004793|REC004794	Soy Celosa|Soy Celosa	SONG003600|SONG003600	|	PER000274|PER000274	SRC0001|SRC0001
soy feliz	2	likely_legitimate_same_title_different_artist	REC004802|REC004803	Soy Feliz|Soy Feliz	SONG003608|SONG003608	|GRP0142	PER000249|	SRC0001|SRC0001
soy muy hombre	2	possible_true_duplicate_same_entity	REC004807|REC004808	Soy Muy Hombre|Soy Muy Hombre	SONG003612|SONG003612	|	PER000225|PER000225	SRC0001|SRC0001
subiendo y bajando	2	likely_legitimate_same_title_different_artist	REC004813|REC004814	Subiendo Y Bajando|Subiendo Y Bajando	SONG003617|SONG003617	|GRP0071	PER000161|	SRC0001|SRC0001
suertes malditas	2	possible_true_duplicate_same_entity	REC004821|REC004822	Suertes Malditas|Suertes Malditas	SONG003624|SONG003624	|	PER000225|PER000225	SRC0001|SRC0001
tampico hermoso	2	likely_legitimate_same_title_different_artist	REC004852|REC004853	Tampico Hermoso|Tampico Hermoso	SONG003648|SONG003648	GRP0101|	|	SRC0001|SRC0001
tanger	2	possible_true_duplicate_same_entity	REC004854|REC004855	Tanger|Tanger	SONG003649|SONG003649	|	PER000009|PER000009	SRC0001|SRC0001
tarde o temprano	2	likely_legitimate_same_title_different_artist	REC004861|REC004862	Tarde O Temprano|Tarde O Temprano	SONG003655|SONG003655	GRP0091|	|PER000107	SRC0001|SRC0001
tarde taurina	2	possible_true_duplicate_same_entity	REC004863|REC004864	Tarde Taurina|Tarde Taurina	SONG003656|SONG003656	GRP0152|GRP0152	|	SRC0001|SRC0001
te amare toda la vida	2	possible_true_duplicate_same_entity	REC004871|REC004872	Te Amare Toda La Vida|Te Amare Toda La Vida	SONG003663|SONG003663	|	PER000149|PER000149	SRC0001|SRC0001
te ando buscando	2	likely_legitimate_same_title_different_artist	REC004875|REC004876	Te Ando Buscando|Te Ando Buscando	SONG003666|SONG003666	GRP0061|	|PER000107	SRC0001|SRC0001
te busque	2	possible_true_duplicate_same_entity	REC004877|REC004878	Te Busque|Te Busque	SONG003667|SONG003667	|	PER000041|PER000041	SRC0001|SRC0001
te das cuenta	2	likely_legitimate_same_title_different_artist	REC004880|REC004881	Te Das Cuenta|Te Das Cuenta	SONG003669|SONG003669	|	PER000087|PER000094	SRC0001|SRC0001
te doy dos horas	2	possible_true_duplicate_same_entity	REC004883|REC004884	Te Doy Dos Horas|Te Doy Dos Horas	SONG003671|SONG003671	|	PER000149|PER000149	SRC0001|SRC0001
te fuiste	2	likely_legitimate_same_title_different_artist	REC004891|REC004892	Te Fuiste|Te Fuiste	SONG003678|SONG003678	|	PER000211|PER000108	SRC0001|SRC0001
te pertenezco	2	possible_true_duplicate_same_entity	REC004903|REC004904	Te Pertenezco|Te Pertenezco	SONG003689|SONG003689	|	PER000127|PER000127	SRC0001|SRC0001
te quieres ir	2	possible_true_duplicate_same_entity	REC004906|REC004907	Te Quieres Ir|Te Quieres Ir	SONG003691|SONG003691	|	PER000262|PER000262	SRC0001|SRC0001
te quiero asi	2	possible_true_duplicate_same_entity	REC004911|REC004912	Te Quiero Asi|Te Quiero Asi	SONG003692|SONG003692	|	PER000225|PER000225	SRC0001|SRC0001
te quiero porque te quiero	2	likely_legitimate_same_title_different_artist	REC004915|REC004916	Te Quiero Porque Te Quiero|Te Quiero Porque Te Quiero	SONG003695|SONG003695	|	|PER000056	SRC0001|SRC0001
te quiero tanto	2	likely_legitimate_same_title_different_artist	REC004918|REC004919	Te Quiero Tanto|Te Quiero Tanto	SONG003697|SONG003697	|GRP0075	PER000108|	SRC0001|SRC0001
te traigo serenata	2	likely_legitimate_same_title_different_artist	REC004924|REC004925	Te Traigo Serenata|Te Traigo Serenata	SONG003702|SONG003702	GRP0185|	|PER000082	SRC0001|SRC0001
te vas a acordar de mi	2	possible_true_duplicate_same_entity	REC004928|REC004929	Te Vas A Acordar De Mi|Te Vas A Acordar De Mi	SONG003705|SONG003705	|	PER000127|PER000127	SRC0001|SRC0001
te vengo a decir adios	2	likely_legitimate_same_title_different_artist	REC004937|REC004938	Te Vengo A Decir Adios|Te Vengo A Decir Adios	SONG003711|SONG003711	|GRP0051	PER000151|	SRC0001|SRC0001
tico tico	2	possible_true_duplicate_same_entity	REC004973|REC004974	Tico Tico|Tico Tico	SONG003742|SONG003742	|	|	SRC0001|SRC0001
tierra blanca	2	likely_legitimate_same_title_different_artist	REC004980|REC004981	Tierra Blanca|Tierra Blanca	SONG003748|SONG003748	GRP0156|GRP0167	|	SRC0001|SRC0001
todo se paga en la vida	2	likely_legitimate_same_title_different_artist	REC005004|REC005005	Todo Se Paga En La Vida|Todo Se Paga En La Vida	SONG003766|SONG003766	GRP0067|	|PER000107	SRC0001|SRC0001
